"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
NA;"Unsolved Crimes";"2008";"Empire Interactive";"Now Production";"";"";"x"
NA;"Urban Extreme: Street Rage";"2008";"Data Design Interactive";"Data Design Interactive";"";"x";"x"
NA;"Das Verrückte Labyrinth";"2008";"dtp young entertainment, Mindscape";"Independent Arts Software";"";"";"x"
NA;"Victorious Boxers Challenge";"2008";"Ubisoft";"Grand Prix Games";"";"";"x"
NA;"La Vie d'Emma: Infirmière de Choc";"2008";"Atari, Transposia";"Mobile Interactions Group";"";"x";"x"
NA;"Virtua Quest";"2008";"Sega";"Unknown";"x";"";"x"
NA;"Visual Logic Training";"2008";"RTL Playtainment";"Aruba Games";"";"x";"x"
NA;"Viva Piñata: Pocket Paradise";"2008";"THQ";"Rare";"";"";"x"
NA;"Vokabeltrainer Englisch";"2008";"HMH Interactive, Mindscape";"Morgen Studios";"";"x";"x"
NA;"Wacky Races: Crash & Dash";"2008";"Eidos";"Eidos Studios Sweden";"";"";"x"
NA;"Wario Land: The Shake Dimension";"2008";"Nintendo";"Good-Feel";"";"";"x"
NA;"Warning: Code de la Route";"2008";"Atari";"Black Sheep Studio";"";"x";"x"
NA;"Was ist Was: Versunkene Schätze: Das Abenteuerspiel";"2008";"Tessloff";"Kritzelkratz 3000";"";"x";"x"
NA;"The Water Horse: Legend of the Deep";"2008";"blast!";"Atomic Planet Entertainment";"";"x";"x"
NA;"We Love Golf!";"2008";"Capcom";"Camelot Software Planning";"";"";"x"
NA;"Wendy: Das Pferde-Hospital";"2008";"Astragon";"Caipirinha Games";"";"x";"x"
NA;"What's Cooking? Jamie Oliver";"2008";"Atari";"Keen Games";"";"";"x"
NA;"Who Wants To Be A Millionaire: 2nd Edition";"2008";"Ubisoft";"Route 1 Games";"";"x";"x"
NA;"Wii Chess";"2008";"Nintendo";"Nintendo";"";"x";"x"
NA;"Wii Fit";"2008";"Nintendo";"Nintendo";"";"";"x"
NA;"Wii Music";"2008";"Nintendo";"Nintendo";"";"";"x"
NA;"Die Wilden Hühner und die Jagd nach dem Rubinherz";"2008";"Oetinger Interaktiv";"Pixelknights";"";"x";"x"
NA;"Winter Sports 2009: The Next Challenge";"2008";"RTL Games";"Independent Arts Software";"";"";"x"
NA;"Wonder World Amusement Park";"2008";"Majesco";"Coyote Console";"";"";"x"
NA;"WordJong Party";"2008";"Destineer";"Magellan Interactive";"x";"";"x"
NA;"The World Ends With You";"2008";"Square Enix";"Jupiter";"";"";"x"
NA;"World Series of Poker 2008: The Official Video Game: Battle for the Bracelets";"2008";"Activision";"Farmind Ltd.";"";"";"x"
NA;"Worms: A Space Oddity";"2008";"THQ";"Team 17";"";"";"x"
NA;"WSC Real 08: World Snooker Championship";"2008";"Blade Interactive Studios";"Blade Interactive Studios";"";"x";"x"
NA;"WWE SmackDown vs Raw 2009 featuring ECW";"2008";"THQ";"TOSE Co.";"";"";"x"
NA;"WWII Aces";"2008";"Destineer";"Arcade Moon";"x";"";"x"
NA;"Yamaha Supercross";"2008";"Zoo Digital Publishing";"Beyond Reality Games";"";"";"x"
NA;"Zack & Wiki: Quest for Barbaros' Treasure";"2008";"Capcom";"Capcom";"";"";"x"
NA;"Zoo Hospital";"2008";"Majesco Entertainment";"Torus Games";"";"";"x"
NA;"Zoo Tycoon 2 DS";"2008";"THQ";"Altron";"";"";"x"
NA;"Zubo";"2008";"Electronic Arts";"EA Bright Light Studio";"";"";"x"
NA;"10 voor Taal";"2009";"Foreign Media Games";"Triangle Studios";"";"x";"x"
NA;"101 Dino Pets";"2009";"GSP";"Teyon";"";"";"x"
NA;"101-in-1 Party Megamix Wii";"2009";"Nordcurrent";"Nordcurrent";"";"";"x"
NA;"200 Klassische Bücher";"2009";"Rondomedia";"cerasus.media";"";"x";"x"
NA;"7 Wonders II";"2009";"Rondomedia";"MumboJumbo";"";"";"x"
NA;"Abenteuer auf dem Reiterhof: Das Sommer-Camp";"2009";"Ubisoft Entertainment";"Lexis Numérique, Virtual Toys";"";"";"x"
NA;"Academy of Champions: Football";"2009";"Ubisoft";"Ubisoft Vancouver";"";"";"x"
NA;"Active Health with Carol Vorderman";"2009";"Nintendo";"Fuse Games";"";"x";"x"
NA;"Addy Junior: Mein Körper";"2009";"Mindscape";"Planetnemo, Chaos Interactive";"";"x";"x"
NA;"Adibou et les Saisons Magiques";"2009";"Mindscape";"EKO Software";"";"x";"x"
NA;"Adibou: Je Joue à Lire et à Compter";"2009";"Mindscape";"Planetnemo";"";"x";"x"
NA;"Adibou: Je Joue avec les Lettres et les Nombres";"2009";"Mindscape";"Planetnemo";"";"x";"x"
NA;"AFL Mascot Manor";"2009";"HES, TruBlu Games";"Wicked Witch Software";"";"x";"x"
NA;"Aliens in the Attic";"2009";"Playlogic";"Engine Software";"";"";"x"
NA;"All Star Cheerleader 2";"2009";"THQ";"Gorilla Systems Corporation";"";"";"x"
NA;"Alvin and the Chipmunks: The Squeakquel";"2009";"Majesco";"ImaginEngine";"";"";"x"
NA;"Amazing Adventures: The Forgotten Ruins";"2009";"Ubisoft Entertainment";"Black Lantern Studios";"";"";"x"
NA;"Amici";"2009";"Black Bean";"Frame Studios Interactive";"";"x";"x"
NA;"Angel Cat Sugar";"2009";"Rising Star Games";"InLight Entertainment";"";"x";"x"
NA;"Animal Planet: Emergency Vets";"2009";"Activision";"SilverBirch Studios";"";"";"x"
NA;"Animal Planet: Vet Life";"2009";"Activision";"Big Blue Bubble";"";"";"x"
NA;"Animal Planet: Vet Life";"2009";"Activision";"Big Blue Bubble";"";"";"x"
NA;"Anna & die Liebe";"2009";"SevenOne Intermedia";"Independent Arts Software";"";"x";"x"
NA;"Annie M.G. Schmidt's Pluk van de Petteflet";"2009";"Foreign Media Games";"Triangle Studios";"";"x";"x"
NA;"Anno: Create A New World";"2009";"Ubisoft";"Keen Games";"";"";"x"
NA;"Anno: Create a New World";"2009";"Ubisoft Entertainment";"Keen Games";"";"";"x"
NA;"Another Code: R: A Journey into Lost Memories";"2009";"Nintendo";"Cing";"";"x";"x"
NA;"Ant Nation";"2009";"Konami";"Art Co.";"";"";"x"
NA;"Apassionata: A Passionate Horse Show: My Show";"2009";"RTL Playtainment";"B.Alive GmbH";"";"x";"x"
NA;"Aqua Panic!";"2009";"Neko Entertainment";"EKO Software";"";"";"x"
NA;"Aqua Panic!";"2009";"Neko Entertainment";"EKO Software";"";"";"x"
NA;"Arcade Shooting Gallery";"2009";"Zoo Digital Publishing";"CyberPlanet Interactive";"x";"";"x"
NA;"Arcade Zone";"2009";"Activision";"Ivolgamus";"";"";"x"
NA;"Are You Smarter Than A 5th Grader? Game Time";"2009";"THQ";"ImaginEngine";"x";"";"x"
NA;"Army Men: Soldiers of Misfortune";"2009";"Zoo Digital Publishing";"Big Blue Bubble";"";"";"x"
NA;"Army Men: Soldiers of Misfortune";"2009";"Zoo Digital Publishing";"Big Blue Bubble";"";"";"x"
NA;"Army Rescue";"2009";"UFO Interactive";"CyberPlanet Interactive";"x";"";"x"
NA;"Arthur and the Revenge of Maltazard";"2009";"Ubisoft Entertainment";"Phoenix Studio";"";"x";"x"
NA;"Ashes Cricket 2009";"2009";"Codemasters";"Gusto Games";"";"x";"x"
NA;"Assassin's Creed II: Discovery";"2009";"Ubisoft Entertainment";"Griptonite Games";"";"";"x"
NA;"Astro Boy: The Video Game";"2009";"D3 Publisher";"Art Co.";"";"";"x"
NA;"Astrology";"2009";"Black Bean";"Revistronic, Shanblue Interactive";"";"x";"x"
NA;"Athletic Piggy Party";"2009";"Data Design Interactive";"Data Design Interactive";"";"";"x"
NA;"ATV Quad Kings";"2009";"Zoo Digital Publishing";"Beyond Reality Games";"";"";"x"
NA;"Au pays des PooYoos: Activités d'éveil";"2009";"Micro Application";"Lexis Numérique";"";"x";"x"
NA;"Autoescuela: Aprueba Conmigo";"2009";"Micronet";"Freedom Factory Studios";"";"x";"x"
NA;"Away: Shuffle Dungeon";"2009";"v.2 Play";"Artoon, Mistwalker";"";"";"x"
NA;"B Team: Metal Cartoon Squad";"2009";"v.2 Play";"Most Wanted Entertainment";"";"x";"x"
NA;"Baby and Me";"2009";"Pub Company";"Sonic Powered";"";"x";"x"
NA;"Baby Wildkatzen";"2009";"dtp young entertainment";"B.Alive GmbH";"";"x";"x"
NA;"Babysitting Mania";"2009";"Majesco Entertainment";"Glyphic Entertainment";"";"";"x"
NA;"Backgammon";"2009";"dtp young entertainment, Mindscape";"FAKT Software GmbH";"";"x";"x"
NA;"The Backyardigans";"2009";"2K Games";"Black Lantern Studios";"";"";"x"
NA;"Bakugan Battle Brawlers";"2009";"Activision";"Now Production";"";"";"x"
NA;"Band Hero";"2009";"Activision";"Vicarious Visions";"";"";"x"
NA;"Barbie and the Three Musketeers";"2009";"Activision";"WayForward Technologies";"";"";"x"
NA;"Barbie and The Three Musketeers";"2009";"Activision";"WayForward Technologies";"";"";"x"
NA;"Bärenbabys";"2009";"RTL Playtainment";"B.Alive GmbH";"";"";"x"
NA;"Baseball Blast!";"2009";"2K Games";"WayForward";"x";"";"x"
NA;"Bass Pro Shops: The Strike";"2009";"XS Games";"Piranha Games";"x";"";"x"
NA;"Battle Rage: Mech Conflict";"2009";"Destineer";"Data Design Interactive";"x";"";"x"
NA;"Der Bauernhof";"2009";"Astragon";"Visual Imagination Software Games";"";"x";"x"
NA;"Beach Fun: Summer Challenge";"2009";"RTL Sports";"Sproing Interactive Media";"";"";"x"
NA;"The Beatles: Rock Band";"2009";"MTV Games";"Pi Studios";"";"";"x"
NA;"Ben 10: Alien Force";"2009";"D3 Publisher";"1st Playable Productions, OneNine Studios";"";"";"x"
NA;"Ben 10: Alien Force: Vilgax Attacks";"2009";"D3 Publisher";"1st Playable Productions";"";"";"x"
NA;"Benjamin Blümchen: Ein Tag im Zoo";"2009";"Kiddinx";"The Web Production";"";"x";"x"
NA;"Le Bescherelle Pratique";"2009";"Atari";"Mobile Interactions Group";"";"x";"x"
NA;"Besser Essen: Leben leicht gemacht";"2009";"SevenOne Intermedia";"Independent Arts Software";"";"x";"x"
NA;"BFF TV";"2009";"Ubisoft Entertainment";"Longtail Studios";"";"";"x"
NA;"Bibi & Tina: Die große Schnitzeljagd";"2009";"Kiddinx";"Rainfire Entertainment";"";"x";"x"
NA;"Bibi Blocksberg: Das gestohlene Hexbuch";"2009";"Kiddinx";"Independent Arts Software";"";"x";"x"
NA;"Big Bang Mini";"2009";"SouthPeak Games";"Arkedo Studio";"";"";"x"
NA;"The Big Deal";"2009";"Midas Interactive Entertainment";"Laughing Jackal";"";"x";"x"
NA;"Big Family Games";"2009";"THQ";"Jet Black Games";"";"";"x"
NA;"Bigfoot: Collision Course";"2009";"Zoo Digital Publishing";"Alpine Studios";"";"";"x"
NA;"Bigfoot: Collision Course";"2009";"Funbox Media, Zoo Digital Publishing";"Alpine Studios, Blue Heat Games";"";"";"x"
NA;"The Biggest Loser USA";"2009";"THQ";"Webfoot Technologies";"";"";"x"
NA;"The Biggest Loser: USA Version";"2009";"THQ";"Blitz Games";"";"";"x"
NA;"The Bigs 2: Baseball";"2009";"2K Games";"Blue Castle Games";"";"";"x"
NA;"Blast Works";"2009";"Majesco";"Budcat Creations";"";"";"x"
NA;"Bleach: Dark Souls";"2009";"Sega";"Treasure";"";"";"x"
NA;"Block Party! 20 Games";"2009";"Activision";"Ivolgamus";"";"";"x"
NA;"Blood Bowl";"2009";"Focus Home Interactive";"Cyanide Studio";"";"x";"x"
NA;"Bolt";"2009";"Disney";"Altron";"";"";"x"
NA;"Bomberman 2";"2009";"Hudson";"Hudson Soft";"";"x";"x"
NA;"Boom Blox: Bash Party";"2009";"Electronic Arts";"EA LA";"";"";"x"
NA;"A Boy and his Blob";"2009";"Majesco";"WayForward Technologies";"";"";"x"
NA;"Brave: A Warrior's Tale";"2009";"SouthPeak Games";"Collision Course";"";"";"x"
NA;"Brico Utile";"2009";"Neko Entertainment";"Dancing Dots";"";"x";"x"
NA;"Brigitte ErnährungsCoach";"2009";"HMH Interactive";"Scheimann & Team";"";"x";"x"
NA;"Broken Sword: Shadow of the Templars: The Director's Cut";"2009";"Ubisoft";"Revolution Software";"";"";"x"
NA;"Broken Sword: Shadow of the Templars: The Director's Cut";"2009";"Ubisoft Entertainment";"Revolution Software";"";"";"x"
NA;"Buck Fever";"2009";"Destineer";"N-Fusion Interactive";"x";"";"x"
NA;"Build'n Race";"2009";"Zoo Digital Publishing";"Icon Games";"x";"";"x"
NA;"Burger Island";"2009";"Destineer";"Unknown";"x";"";"x"
NA;"C.O.P.: The Recruit";"2009";"Ubisoft Entertainment";"VD Dev";"";"";"x"
NA;"C'est pas Sorcier: Les Fabuleux défis de Fred & Jamy";"2009";"Mindscape";"Mindscape";"";"x";"x"
NA;"Cabela's Outdoor Adventures";"2009";"Activision";"Unknown";"x";"";"x"
NA;"Cahier de Vacances pour Adultes de 17 à 117 ans 2";"2009";"Mindscape";"BiP Games";"";"x";"x"
NA;"Cake Mania 2: Jill's Next Adventure!";"2009";"Majesco Entertainment";"Digital Embryo";"";"";"x"
NA;"Cake Mania: In the Mix!";"2009";"Majesco";"Digital Embryo";"";"";"x"
NA;"Call of Duty: Modern Warfare Mobilized";"2009";"Activision";"N-Space";"";"";"x"
NA;"Call of Duty: Modern Warfare: Reflex Edition";"2009";"Activision";"Treyarch";"";"";"x"
NA;"Calvin Tucker's Redneck Jamboree";"2009";"Zoo Digital Publishing";"Humagade";"";"";"x"
NA;"Carcassonne";"2009";"Deep Silver";"Independent Arts Software";"";"x";"x"
NA;"Cars: RaceORama";"2009";"THQ";"Tantalus";"";"";"x"
NA;"La Carte au Trésor: Le Jeu Vidéo Official";"2009";"Mindscape";"Adventure Productions";"";"x";"x"
NA;"Case Closed: One Truth Prevails";"2009";"Nobilis";"Marvelous";"";"x";"x"
NA;"Casper's Scare School: Spooky Sports Day";"2009";"Blast! Entertainment";"The Code Monkeys";"";"";"x"
NA;"Casper's Scare School: Spooky Sports Day";"2009";"blast!";"The Code Monkeys";"";"";"x"
NA;"Castlevania Judgment";"2009";"Konami";"Eighting";"";"";"x"
NA;"Castlevania: Order of Ecclesia";"2009";"Konami";"Konami Digital Entertainment Co.";"";"";"x"
NA;"Catan";"2009";"USM, Intenium";"Exozet Games";"";"x";"x"
NA;"Cate West: The Vanishing Files";"2009";"Oxygen Games";"Magellan Interactive";"";"";"x"
NA;"Cate West: The Vanishing Files";"2009";"Oxygen Games";"Gamenauts";"";"";"x"
NA;"Challenge Me: Brain Puzzles";"2009";"Oxygen Games";"Barnhouse Effect";"";"";"x"
NA;"Challenge Me: Maths Workout";"2009";"Oxygen Games";"Creative Core";"";"";"x"
NA;"Chandragupta: Warrior Prince";"2009";"Sony";"Unknown";"x";"x";"x"
NA;"Chaos à la Maison";"2009";"Midway";"Lexis Numérique";"";"x";"x"
NA;"Chaotic: Shadow Warriors";"2009";"Activision";"FUN Labs";"x";"";"x"
NA;"Charm Girls Club: My Fashion Mall";"2009";"Electronic Arts";"The Fizz Factor";"";"";"x"
NA;"Charm Girls Club: My Fashion Show";"2009";"Electronic Arts";"The Fizz Factor";"";"";"x"
NA;"Charm Girls Club: My Perfect Prom";"2009";"Electronic Arts";"Griptonite Games";"";"";"x"
NA;"Charm Girls Club: Pyjama Party";"2009";"Electronic Arts";"EA Casual Entertainment";"";"";"x"
NA;"The Chase: Felix meets Felicity";"2009";"Atari";"Razorback Developments";"";"";"x"
NA;"Chicken Riot";"2009";"City Interactive";"City Interactive";"";"";"x"
NA;"Des Chiffre et des Lettres: Le Jeu Officiel";"2009";"Mindscape";"Sanuk Games";"";"x";"x"
NA;"Chronicles of Mystery: Curse of the Ancient Temple";"2009";"City Interactive";"City Interactive";"";"";"x"
NA;"Chrono Trigger";"2009";"Square Enix";"TOSE Co.";"";"";"x"
NA;"Chrysler Classic Racing";"2009";"Zoo Digital Publishing";"Extra Mile Studios";"";"";"x"
NA;"Chrysler Classic Racing";"2009";"Zoo Digital Publishing";"Extra Mile Studios";"";"";"x"
NA;"Classic Word Games";"2009";"Ubisoft Entertainment";"Ubisoft Montréal";"";"";"x"
NA;"Clever Kids: Creepy Crawlies";"2009";"Midas Interactive Entertainment";"Gamerholix";"";"x";"x"
NA;"Clever Kids: Creepy Crawlies";"2009";"Midas Interactive Entertainment";"Gamerholix";"";"x";"x"
NA;"Cloudy With a Chance of Meatballs";"2009";"Ubisoft Entertainment";"Ubisoft Shanghai";"";"";"x"
NA;"Club Penguin: Elite Penguin Force";"2009";"Disney";"1st Playable Productions";"";"";"x"
NA;"Cocoto Festival";"2009";"Neko Entertainment";"Neko Entertainment";"";"x";"x"
NA;"Cocoto Surprise";"2009";"Neko Entertainment";"Neko Entertainment";"";"x";"x"
NA;"Code de la Route";"2009";"Big Ben Interactive";"Neko Entertainment";"";"x";"x"
NA;"Code de la Route: Édition 2008";"2009";"Micro Application";"Dream On Studio";"";"x";"x"
NA;"Code de la Route: Edition Deluxe";"2009";"Micro Application";"Dream On Studio";"";"x";"x"
NA;"Cold Stone Creamery: Scoop It Up";"2009";"Zoo Digital Publishing";"CyberPlanet Interactive";"x";"";"x"
NA;"Colin McRae: Dirt 2";"2009";"Codemasters";"Sumo Digital";"";"";"x"
NA;"Colin McRae: Dirt 2";"2009";"Codemasters";"Firebrand Games";"";"";"x"
NA;"Combat of Giants: Dragons";"2009";"Ubisoft Entertainment";"Ubisoft Quebec";"";"";"x"
NA;"Commander: Europe at War";"2009";"Slitherine";"Slitherine Software";"";"x";"x"
NA;"The Conduit";"2009";"Sega";"High Voltage Software";"";"";"x"
NA;"Cook-Off Party";"2009";"Ubisoft";"Virtual Toys";"";"";"x"
NA;"Cooking Mama 2: World Kitchen";"2009";"505 Games";"Cooking Mama Limited";"";"";"x"
NA;"Cooking Mama 3";"2009";"505 Games";"Cooking Mama Ltd.";"";"";"x"
NA;"Coraline";"2009";"D3 Publisher";"Papaya Studios";"";"";"x"
NA;"Coraline";"2009";"D3 Publisher";"Art Co.";"";"";"x"
NA;"Cornelsen Trainer: Englisch: Klasse 5+6";"2009";"Cornelsen";"Morgen Studios";"";"x";"x"
NA;"Cornelsen Trainer: Mathe: Klasse 5";"2009";"HMH Interactive";"The Web Production";"";"x";"x"
NA;"Cornelsen Trainer: Mathe: Klasse 6";"2009";"HMH Interactive";"The Web Production";"";"x";"x"
NA;"Cosmopolitan: Total Relooking";"2009";"Atari, Anuman";"Artefacts Studio, Little Worlds Studio";"";"x";"x"
NA;"Countdown the Game";"2009";"Mindscape";"Sanuk Games";"";"x";"x"
NA;"Countdown: The Game";"2009";"Mindscape";"Sanuk Games, Ringzero Game Studio";"";"x";"x"
NA;"Crayola: Colorful Journey";"2009";"Crave Entertainment";"Fun Crank";"x";"";"x"
NA;"Crazy Chicken Tales";"2009";"dtp Entertainment";"DaHonko Entertains";"";"";"x"
NA;"Crazy Circus";"2009";"dtp Entertainment";"Farmind Ltd.";"";"x";"x"
NA;"Crazy Machines 2";"2009";"dtp Entertainment";"FAKT Software GmbH";"";"x";"x"
NA;"Crazy School Games";"2009";"dtp Entertainment, Mindscape";"Cranberry Production";"";"x";"x"
NA;"Crime Scene Investigation: Deadly Intent";"2009";"Ubisoft";"Telltale Games";"";"";"x"
NA;"Crime Scene Investigation: Deadly Intent: The Hidden Cases";"2009";"Ubisoft Entertainment";"Other Ocean";"";"";"x"
NA;"Crossword Collection (Nintendo presents...)";"2009";"Nintendo";"Nuevo Retro Games";"";"";"x"
NA;"Cursed Mountain";"2009";"Deep Silver";"Sproing Interactive Media";"";"";"x"
NA;"Cyberbike: Cycling Sports";"2009";"Neko Entertainment";"EKO Software";"";"";"x"
NA;"D&CO";"2009";"Atari";"Little Worlds Studio";"";"x";"x"
NA;"Dance Dance Revolution: Disney Grooves";"2009";"Konami";"Unknown";"x";"";"x"
NA;"Dance Dance Revolution: WinX Club";"2009";"Konami";"Konami";"";"x";"x"
NA;"Dance Party: Club Hits";"2009";"Nordic Games";"Broadsword Interactive";"";"x";"x"
NA;"Dance Party: Pop Hits";"2009";"Nordic Games";"Broadsword Interactive";"";"x";"x"
NA;"Der Dativ ist dem Genitiv sein Tod";"2009";"USM";"Zone 2 Media";"";"x";"x"
NA;"Dead Rising: Chop Till You Drop";"2009";"Capcom";"Capcom Production Studio 1";"";"";"x"
NA;"Dead Space: Extraction";"2009";"Electronic Arts";"Visceral Games";"";"";"x"
NA;"Deadly Creatures";"2009";"THQ";"Rainbow Studios";"";"";"x"
NA;"Deal or No Deal";"2009";"Zoo Digital Publishing";"Black Lantern Studios";"x";"";"x"
NA;"Deal or No Deal: Der Banker Schlägt Zurück";"2009";"Mindscape";"Mad Monkey Studio";"";"x";"x"
NA;"Déco Tendances: La déco, c'est facile!";"2009";"Neko Entertainment";"Tetraedge.Games";"";"x";"x"
NA;"Dementium : The Ward";"2009";"SouthPeak Games";"Renegade Kid";"";"";"x"
NA;"Denksport Varia";"2009";"Foreign Media Games";"Triangle Studios";"";"x";"x"
NA;"Desi Adda: Games of India";"2009";"Sony";"gameshastra";"x";"x";"x"
NA;"Deutsch: 1.-4. Klasse";"2009";"Franzis";"syncRage, Bitengine";"";"x";"x"
NA;"Diabolik: The Original Sin";"2009";"Black Bean";"Artematica";"";"x";"x"
NA;"Diercke: Das Geographie-Quiz";"2009";"Rondomedia";"Visual Imagination Software Games";"";"x";"x"
NA;"Disgaea DS";"2009";"NIS Europe";"Nippon Ichi Software";"";"";"x"
NA;"Divagirls: Diva Dancers";"2009";"505 Games";"Gevo Entertainment";"";"x";"x"
NA;"Divagirls: Making the Music";"2009";"505 Games";"Arc System Works";"";"";"x"
NA;"Divagirls: Princess on Ice";"2009";"505 Games";"505 Games";"";"";"x"
NA;"DJ Star";"2009";"Deep Silver";"Little Worlds Studio";"";"";"x"
NA;"Doctor Fizzwizzle's Animal Rescue";"2009";"Conspiracy Entertainment";"Unknown";"x";"";"x"
NA;"Dolphin Island: Underwater Adventures";"2009";"Ubisoft Entertainment";"Magic Pockets";"";"";"x"
NA;"Don King Boxing";"2009";"2K Games";"2K Shanghai";"";"";"x"
NA;"Doppel-Pack: LEGO Batman: Das Videospiel + LEGO Strategie";"2009";"Warner Bros. Interactive Entertainment";"";"";"x";"x"
NA;"Dora the Explorer: Dora Saves the Crystal Kingdom";"2009";"2K Games";"High Voltage Software";"";"";"x"
NA;"Double Pack: Stelle sul ghiaccio + High School Musical: Tutti in scena!";"2009";"505 Games";"";"";"x";"x"
NA;"Dragon Ball: Revenge of King Piccolo";"2009";"Bandai";"Media Vision";"";"";"x"
NA;"Dragon Master";"2009";"Tivola";"Rainfire Entertainment";"";"x";"x"
NA;"Dragon Quest: The Hand of the Heavenly Bride";"2009";"Square Enix";"ArtePiazza";"";"";"x"
NA;"DragonBall Z: Attack of the Saiyans";"2009";"Bandai";"Monolith Soft";"";"";"x"
NA;"Dragonology";"2009";"Codemasters";"Razorback Developments";"";"";"x"
NA;"Drama Queens";"2009";"Majesco Entertainment";"Sensory Sweep Studios";"";"";"x"
NA;"Drawn to Life: The Next Chapter";"2009";"THQ";"Planet Moon Studios";"";"";"x"
NA;"Drawn to Life: The Next Chapter";"2009";"THQ";"5th Cell";"";"";"x"
NA;"Dream Dance & Cheer";"2009";"Destineer";"CyberPlanet Interactive";"x";"";"x"
NA;"Dream Day: Wedding Destinations";"2009";"THQ";"Webfoot Technologies";"";"";"x"
NA;"Dream Salon";"2009";"Zoo Digital Publishing";"CyberPlanet Interactive";"x";"";"x"
NA;"Die drei ???: Das verfluchte Schloss";"2009";"USM";"Exozet Games";"";"x";"x"
NA;"Driver License Trainer Espana: Tests de Autoescuela 2009/2010";"2009";"PubCompany";"cerasus.media";"";"x";"x"
NA;"Drivers' Ed Portable";"2009";"JoWood";"Trine Entertainment";"";"";"x"
NA;"EA Sports Active: More Workouts";"2009";"Electronic Arts";"EA Canada";"";"";"x"
NA;"EA Sports Active: Personal Trainer";"2009";"Electronic Arts";"EA Canada";"";"";"x"
NA;"Een tegen 100";"2009";"Foreign Media Games";"Triangle Studios";"";"x";"x"
NA;"Escape the Museum";"2009";"Majesco";"Void Productions";"";"";"x"
NA;"L'Esprit du Loup de Nicolas Vanier";"2009";"Tradewest";"Strass Games";"";"x";"x"
NA;"ExciteBots: Trick Racing";"2009";"Nintendo";"Monster Games Inc.";"x";"";"x"
NA;"Fabulous Finds";"2009";"THQ";"Webfoot Technologies";"";"";"x"
NA;"Family Feud: 2010 Edition";"2009";"Ubisoft";"Ludia";"x";"";"x"
NA;"Family Fortunes";"2009";"Mindscape";"Slam Productions";"";"x";"x"
NA;"Family Fun Football";"2009";"Tecmo";"Seamless Entertainment";"x";"";"x"
NA;"Family Gameshow";"2009";"Zushi";"Puzzle.tv";"";"";"x"
NA;"Family Party: 30 Great Games: Outdoor Fun";"2009";"D3 Publisher";"Tamsoft";"";"";"x"
NA;"Family Ski & Snowboard";"2009";"Namco";"Bandai Namco Games";"";"";"x"
NA;"Family Trainer: Extreme Challenge";"2009";"Bandai";"h.a.n.d. Inc.";"";"";"x"
NA;"Fantasy Aquarium World";"2009";"Destineer";"Coresoft";"x";"";"x"
NA;"FIFA 10";"2009";"Electronic Arts";"EA Canada";"";"";"x"
NA;"FIFA 10";"2009";"Electronic Arts";"Exient Entertainment";"";"";"x"
NA;"Fifi and the Flowertots";"2009";"GSP";"Uacari";"";"x";"x"
NA;"Final Fantasy Crystal Chronicles: Echoes of Time";"2009";"Square Enix";"Square Enix";"";"";"x"
NA;"Fishing Master World Tour";"2009";"Hudson Soft";"Hudson Soft";"x";"";"x"
NA;"Flips: Cathy Cassidy";"2009";"Electronic Arts";"Mine Loader Software";"";"x";"x"
NA;"Flips: Enid Blyton: Faraway Tree Stories";"2009";"Electronic Arts";"Mine Loader Software";"";"x";"x"
NA;"Flips: Eoin Colfer: Artemis Fowl";"2009";"Electronic Arts";"Mine Loader Software";"";"x";"x"
NA;"Flips: Too Ghoul for School";"2009";"Electronic Arts";"Mine Loader Software";"";"x";"x"
NA;"Flunkerne: Superskurke";"2009";"Krea Medie";"Out House";"";"x";"x"
NA;"Food Network: Cook or be Cooked!";"2009";"Bandai Namco Games";"Red Fly Studio";"x";"";"x"
NA;"Foot 2 Rue: Nicolas Anelka";"2009";"Deep Silver";"Dehon Games";"";"x";"x"
NA;"Formula 1 2009";"2009";"Codemasters";"Sumo Digital";"";"";"x"
NA;"Fort Boyard: Casse-Têtes & Énigmes";"2009";"Mindscape";"Dream On Studio";"";"x";"x"
NA;"Fossil Fighters";"2009";"Nintendo";"Red Entertainment, M2 Co.";"";"";"x"
NA;"Fritz by Chessbase";"2009";"Deep Silver";"Freedom Factory Studios";"";"";"x"
NA;"Führerschein Coach 2008";"2009";"BHV";"Firehazard Studio";"";"x";"x"
NA;"Fun Park Party";"2009";"Ubisoft";"7 Studios";"";"";"x"
NA;"Game Party 3";"2009";"Warner Bros Interactive Entertainment";"FarSight Studios";"";"";"x"
NA;"Garfield Gets Real";"2009";"Zushi";"Gravity-i";"";"";"x"
NA;"GEOlino PowerQuiz: Wissen für Kinder";"2009";"HMH Interactive";"Radon Labs";"";"x";"x"
NA;"Geon Cube";"2009";"UFO Interactive";"Strawdog Studios";"x";"";"x"
NA;"Germany's Next Topmodel - Das offizielle Spiel zur Staffel 2009";"2009";"SevenOne Intermedia";"Unknown";"";"x";"x"
NA;"Ghostbuster: The Video Game";"2009";"Atari";"Zen Studios";"";"";"x"
NA;"Ghostbusters: The Video Game";"2009";"Atari";"Red Fly Studio";"";"";"x"
NA;"Gina-Lisa Powershopping";"2009";"SevenOne Intermedia";"Calibre Games";"";"x";"x"
