"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
"SegaDreamcast";"Buggy Heat";NA;"Sega";"CRI";1;1;0
"SonyPlayStation";"Bugs Bunny: Lost in Time";NA;"Infogrames";"Behaviour";1;1;0
"SonyPlayStation";"Bust-A-Move 4";NA;"Acclaim";"Taito";1;1;0
"Nintendo64";"California Speed";NA;"Midway";"Unknown";0;1;0
"SonyPlayStation";"Capcom Generations";NA;"Capcom";"Capcom";1;0;0
"BandaiWonderSwan";"Cardcaptor Sakura: Sakura to Fushigi na Clow Cards";NA;"Bandai";"Sims";0;0;1
"SonyPlayStation";"Carmageddon";NA;"SCi";"SCi";1;1;0
"SonyPlayStation";"Castrol Honda Superbike Racing";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation";"Centipede";NA;"Atari";"Leaping Lizard";1;1;0
"SonyPlayStation";"Championship Motocross featuring Ricky Carmichael";NA;"THQ";"Funcom";1;1;0
"BandaiWonderSwan";"Chaos Gear: Michibi Kareshi Mono";NA;"Bandai";"Lay-Up";0;0;1
"NintendoGameBoyColor";"Chase H.Q.: Secret Police";NA;"GMI";"Taito";1;1;0
"SonyPlayStation";"Chessmaster II";NA;"Mindscape";"Starsphere";1;1;0
"SonyPlayStation";"China";NA;"Cryo Interactive";"Cryo Interactive";1;0;0
"BandaiWonderSwan";"Cho Denki Card Battle: Yofu Makai: Kikuchi Hideyuki";NA;"Kobunsha";"Kobunsha";0;0;1
"BandaiWonderSwan";"Chocobo no Fushigi na Dungeon for WonderSwan";NA;"Bandai";"Squaresoft, TOSE";0;0;1
"SonyPlayStation";"Chocobo Racing";NA;"Squaresoft";"Squaresoft";1;1;0
"SonyPlayStation";"Civilization II";NA;"Activision";"MicroProse";1;1;0
"NintendoGameBoyColor";"Classic Bubble Bobble";NA;"GMI";"Taito";1;1;0
"SonyPlayStation";"Crash Team Racing";NA;"Sony";"Naughty Dog";1;1;0
"SonyPlayStation";"Croc 2";NA;"Fox Interactive";"Argonaut";1;1;0
"SNKNeoGeoPocketColor";"Crush Roller";NA;"SNK";"ADK";1;1;0
"SonyPlayStation";"CyberTiger";NA;"Electronic Arts";"Electronic Arts";1;1;0
"BandaiWonderSwan";"D's Garage 21 Koubo Game: Tane wo Maku Tori";NA;"Bandai";"D's Garage";0;0;1
"SNKNeoGeoPocketColor";"Dark Arms: Beast Buster 1999";NA;"SNK";"SNK";1;1;0
"NintendoGameBoyColor";"Deer Hunter";NA;"Vatical Entertainment";"Unknown";0;1;0
"SonyPlayStation";"Demolition Racer";NA;"Infogrames";"Pitbull Syndicate";1;1;0
"BandaiWonderSwan";"Densha de Go!";NA;"Taito";"Taito";0;0;1
"BandaiWonderSwan";"Densha de Go! 2";NA;"CyberFront";"Taito";0;0;1
"SonyPlayStation";"Destrega";NA;"Sony";"Koei";1;1;0
"BandaiWonderSwan";"Digimon Adventure: Anode Tamer";NA;"Bandai";"Sims";0;0;1
"BandaiWonderSwan";"Digital Monsters: Ver. WonderSwan";NA;"Bandai";"Sims";0;0;1
"SonyPlayStation";"Dino Crisis";NA;"Capcom";"Capcom";1;1;0
"SonyPlayStation";"Disney's Story Studio: Mulan";NA;"Sony";"Disney Interactive";1;1;0
"SNKNeoGeoPocketColor";"Dive Alert Becky's Version";NA;"SNK";"Sacnoth";1;1;0
"SNKNeoGeoPocketColor";"Dive Alert Matt Version";NA;"SNK";"Sacnoth";1;1;0
"SonyPlayStation";"Dreams";NA;"Cryo Interactive";"Cryo Interactive";1;0;0
"SonyPlayStation";"Dune";NA;"Electronic Arts";"Westwood Studios";1;1;0
"SegaDreamcast";"Dynamite Cop";NA;"Sega";"AM2";1;1;0
"NintendoGameBoyColor";"Earthworm Jim: Menace 2 the Galaxy";NA;"Crave Entertainment, Interplay";"David A. Palmer Productions";1;1;0
"SonyPlayStation";"Egypt 1156 B.C.: Tomb of the Pharaoh";NA;"Cryo Interactive";"Cryo Interactive";1;0;0
"SonyPlayStation";"Eliminator";NA;"Psygnosis";"Magenta";1;1;0
"BandaiWonderSwan";"Engacho! For WonderSwan";NA;"Nihon Application";"Nihon Application";0;0;1
"NintendoGameBoyColor";"Evel Knievel";NA;"Take 2 Interactive";"Tarantula Studios";1;1;0
"SonyPlayStation";"Evil Zone";NA;"Titus";"Yuke's";1;1;0
"SonyPlayStation";"F.A. Manager";NA;"Eidos";"Krisalis";1;0;0
"SonyPlayStation";"The F.A. Premier League Football Manager 2000";NA;"Electronic Arts";"Electronic Arts";1;0;0
"SonyPlayStation";"The F.A. Premier League Stars";NA;"Electronic Arts";"Electronic Arts";1;0;0
"SegaDreamcast";"F1 World Grand Prix for Dreamcast";NA;"Video System";"Video System";1;1;0
"SonyPlayStation";"F1 World Grand Prix: 1999 Season";NA;"Video System";"Lankhor";1;1;0
"SNKNeoGeoPocketColor";"Fatal Fury 1st Contact";NA;"SNK";"SNK";1;1;0
"SonyPlayStation";"Fear Effect";NA;"Eidos";"Kronos";1;1;0
"BandaiWonderSwan";"Fever Sankyo: Koushiki Pachinko Simulation for WonderSwan";NA;"Interbec";"Interbec";0;0;1
"NintendoGameBoyColor";"FIFA 2000";NA;"Electronic Arts";"TierTex Design Studios";1;1;0
"SonyPlayStation";"FIFA 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SonyPlayStation";"Fighter Maker";NA;"Agetec";"ASCII";1;1;0
"SonyPlayStation";"Fighting Force 2";NA;"Eidos";"Core";1;1;0
"SonyPlayStation";"Final Fantasy VIII";NA;"Squaresoft";"Squaresoft";1;1;0
"SonyPlayStation";"Fisherman's Bait: Bass Challenge";NA;"Konami";"Konami";1;1;0
"SonyPlayStation";"Formula One 99";NA;"Sony";"Studio 33";1;1;0
"SonyPlayStation";"G-Police: Weapons of Justice";NA;"Sony";"Psygnosis";1;1;0
"NintendoGameBoyColor";"Game & Watch Gallery 3";NA;"Nintendo";"Nintendo";1;1;0
"BandaiWonderSwan";"Ganso JaJaMaru-kun";NA;"Jaleco";"TOSE";0;0;1
"SNKNeoGeo";"Garou: Mark of the Wolves";NA;"SNK";"SNK";0;1;0
"SonyPlayStation";"Gex 3D: Deep Cover Gecko";NA;"Eidos";"Crystal Dynamics";1;1;0
"SonyPlayStation";"Global Domination";NA;"Psygnosis";"Psygnosis";1;0;0
"NintendoGameBoyColor";"Golden Goal";NA;"Take 2 Interactive";"Tarantula Studios";1;0;0
"BandaiWonderSwan";"Gorakuoh TANGO!";NA;"Mebius";"Mebius";0;0;1
"SonyPlayStation";"Grand Theft Auto: Mission Pack #1: London 1969";NA;"Rockstar Games";"Rockstar Games";1;1;0
"SonyPlayStation";"GTA 2";NA;"Rockstar Games";"DMA Design";1;1;0
"SonyPlayStation";"The Guardian of Darkness";NA;"Cryo Interactive";"Cryo Interactive";1;0;0
"SonyPlayStation";"Guardian's Crusade";NA;"Activision";"Tamsoft";1;1;0
"SonyPlayStation";"Gungage";NA;"Konami";"Konami";1;0;0
"BandaiWonderSwan";"Gunpey";NA;"Bandai";"Koto";0;0;1
"BandaiWonderSwan";"Handy Sonar";NA;"Bandai";"Bandai";0;0;1
"BandaiWonderSwan";"Harobots";NA;"Sunrise Interactive";"Sunrise Interactive";0;0;1
"NintendoGameBoyColor";"Hello Kitty's Cube Frenzy";NA;"NewKidCo";"Unknown";0;1;0
"NintendoGameBoyColor";"Hole in One Golf";NA;"Natsume";"Unknown";0;1;0
"SonyPlayStation";"Hot Wheels: Turbo Racing";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SegaDreamcast";"The House of the Dead 2";NA;"Sega";"AM1";1;1;0
"SegaDreamcast";"Hydro Thunder";NA;"Midway Games";"Eurocom Entertainment Software";1;1;0
"SegaDreamcast";"Incoming";NA;"Rage Software";"Rage Games";1;1;0
"NintendoGameBoyColor";"International Superstar Soccer 99";NA;"Konami";"KCE Nagoya";1;1;0
"NintendoGameBoyColor";"International Track & Field";NA;"Konami";"KCE Nagoya";1;1;0
"SonyPlayStation";"International Track and Field 2";NA;"Konami";"Konami";1;1;0
"SonyPlayStation";"Interplay Sports Baseball 2000";NA;"Interplay";"Interplay";1;1;0
"SonyPlayStation";"Invasion";NA;"Microids";"Microids";1;0;0
"SonyPlayStation";"Jade Cocoon: Story of the Tamamayu";NA;"Crave Entertainment";"Genki";1;1;0
"NintendoGameBoyColor";"Jeff Gordon XS Racing";NA;"ASCII";"Unknown";0;1;0
"SonyPlayStation";"Jeff Wayne's The War of the Worlds";NA;"GT Interactive";"Pixelogic";1;0;0
"SonyPlayStation";"Jurassic Park: Warpath";NA;"Electronic Arts";"Black Ops";1;1;0
"SonyPlayStation";"Kagero: Deception 2";NA;"Virgin Interactive";"Tecmo";1;1;0
"BandaiWonderSwan";"Kakutou Ryouri Densetsu: Bistro Recipe: Wonder Battle Hen";NA;"Banpresto";"TOSE";0;0;1
"BandaiWonderSwan";"Kaze no Klonoa: Moonlight Museum";NA;"Bandai";"Namco";0;0;1
"BandaiWonderSwan";"Keiba Yosou Shien: Yosou Shinkaron";NA;"Media Entertainment";"Media Entertainment";0;0;1
"SonyPlayStation";"Killer Loop";NA;"Crave Entertainment";"VCC";1;1;0
"SNKNeoGeo";"The King of Fighters '99: Millennium Battle";NA;"SNK";"SNK";0;1;0
"SNKNeoGeoPocketColor";"King of Fighters R-2";NA;"SNK";"SNK";1;1;0
"SonyPlayStation";"Kingsley's Adventure";NA;"Sony";"Psygnosis";1;1;0
"BandaiWonderSwan";"Kiss Yori...: Seaside Serenade";NA;"KID";"KID";0;0;1
"SonyPlayStation";"KKND: Krossfire";NA;"Infogrames";"Melbourne House";1;0;0
"SonyPlayStation";"Knockout Kings 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"BandaiWonderSwan";"Kosodate Quiz My Angel";NA;"Bandai";"Namco";0;0;1
"SonyPlayStation";"Kurushi Final: Mental Blocks";NA;"Sony";"Sony";1;0;0
"BandaiWonderSwan";"Kyousou Uma Ikusei Simulation Keiba";NA;"Interbec";"Interbec";0;0;1
"BandaiWonderSwan";"Last Stand";NA;"Bandai";"Soft Machine";0;0;1
"SonyPlayStation";"Legacy of Kain: Soul Reaver";NA;"Eidos";"Crystal Dynamics";1;1;0
"SonyPlayStation";"Legend of Kartia";NA;"Konami";"Atlus";1;1;0
"SonyPlayStation";"Live Wire!";NA;"SCi";"SCi";1;0;0
"SonyPlayStation";"LMA Manager";NA;"Codemasters";"Codemasters";1;0;0
"NintendoGameBoyColor";"Madden NFL 2000";NA;"Electronic Arts";"TierTex Design Studios";1;1;0
"SonyPlayStation";"Madden NFL 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"BandaiWonderSwan";"Magical Drop for WonderSwan";NA;"Data East";"Gaibrain";0;0;1
"SNKNeoGeoPocketColor";"Magical Drop Pocket";NA;"SNK";"Data East";1;0;0
"SonyPlayStation";"Magical Tetris Challenge";NA;"Sony";"Capcom";1;1;0
"BandaiWonderSwan";"Mahjong Toryumon";NA;"Sammy";"Chatnoir";0;0;1
"SonyPlayStation";"Marvel Super Heroes vs. Street Fighter";NA;"Capcom";"Capcom";1;1;0
"SonyPlayStation";"Max Power Racing";NA;"Infogrames";"Eutechnyx";1;0;0
"SonyPlayStation";"Medal of Honor";NA;"Electronic Arts";"Black Ops";1;1;0
"BandaiWonderSwan";"Medarot: Perfect Edition: Kabuto Version";NA;"Imagineer";"Natsume";0;0;1
"BandaiWonderSwan";"Medarot: Perfect Edition: Kuwagata Version";NA;"Imagineer";"Natsume";0;0;1
"BandaiWonderSwan";"Meitantei Conan: Majutsushi no Chousenjou!";NA;"Bandai";"Tomcat System";0;0;1
"SonyPlayStation";"Metal Gear Solid";NA;"Konami";"Konami";1;1;0
"SonyPlayStation";"Metal Gear Solid: Special Missions";NA;"Konami";"Konami";1;1;0
"SNKNeoGeoPocketColor";"Metal Slug 1st Mission";NA;"SNK";"SNK";1;1;0
"SNKNeoGeo";"Metal Slug X";NA;"SNK";"SNK";1;1;0
"SonyPlayStation";"Mighty Hits Special";NA;"JVC";"Altron";1;0;0
"SegaDreamcast";"Millennium Soldier: Expendable";NA;"Infogrames Multimedia";"Rage Games";1;1;0
"BandaiWonderSwan";"Mingle Magnet";NA;"HAL";"Mechanic Arms";0;0;1
"SonyPlayStation";"Missile Command";NA;"Atari";"Meyer Glass";1;1;0
"BandaiWonderSwan";"Mobile Suit Gundam MSVS";NA;"Bandai";"Sims";0;0;1
"TigerGame.com";"Monopoly";NA;"Tiger Electronics";"Tiger Electronics";1;1;0
"SonyPlayStation";"Monsterseed";NA;"Sunsoft";"NK System";1;1;0
"BandaiWonderSwan";"Morita Shogi for WonderSwan";NA;"Yuki Enterprise";"Yuki Enterprise";0;0;1
"NintendoGameBoyColor";"Mortal Kombat 4";NA;"Midway";"Digital Eclipse Software";1;1;0
"SegaDreamcast";"Mortal Kombat Gold";NA;"Midway Games";"Eurocom Developments";1;1;0
"NintendoGameBoyColor";"Ms. Pac-Man: Special Colour Edition";NA;"Acclaim";"Namco";1;1;0
"SonyPlayStation";"MTV Sports: Snowboarding";NA;"THQ";"Radical";1;1;0
"SonyPlayStation";"Music 2000";NA;"Codemasters";"Jester";1;1;0
"SonyPlayStation";"Nascar 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NintendoGameBoyColor";"NASCAR Challenge";NA;"Majesco";"Unknown";0;1;0
"BandaiWonderSwan";"Nazo-Oh Pocket";NA;"Bandai Visual";"Image Works";0;0;1
"NintendoGameBoyColor";"NBA 3 on 3 feat. Kobe Bryant";NA;"Nintendo";"Unknown";0;1;0
"SonyPlayStation";"NBA Basketball 2000";NA;"Fox Interactive";"Fox Interactive";1;1;0
"SonyPlayStation";"NBA Live 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NintendoGameBoyColor";"NBA Pro 99";NA;"Konami";"KCEK – Konami Computer Entertainment Kobe";1;1;0
"SonyPlayStation";"NBA Pro 99";NA;"Konami";"Konami";1;1;0
"SegaDreamcast";"NBA Showtime: NBA on NBC";NA;"Midway Games";"Avalanche Software";1;1;0
"SonyPlayStation";"Need For Speed: Road Challenge";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SNKNeoGeoPocketColor";"Neo 21";NA;"SNK";"DYNA";1;1;0
"SNKNeoGeoPocketColor";"Neo Cherry Master Color";NA;"SNK";"DYNA";1;1;0
"SNKNeoGeoPocketColor";"Neo Dragon's Wild";NA;"SNK";"DYNA";1;1;0
"SNKNeoGeoPocketColor";"Neo Geo Cup '98 PLUS Color";NA;"SNK";"SNK";1;1;0
"SNKNeoGeoPocketColor";"Neo Mystery Bonus";NA;"SNK";"DYNA";1;1;0
"SNKNeoGeoPocketColor";"Neo Turf Masters";NA;"SNK";"SNK";1;1;0
"BandaiWonderSwan";"Neon Genesis Evangelion: Shito Ikusei";NA;"Bandai";"Gainax, Soft Machine";0;0;1
"SonyPlayStation";"The Next Tetris";NA;"Hasbro Interactive";"Blue Planet";1;1;0
"NintendoGameBoyColor";"NFL Blitz 2000";NA;"Midway";"Unknown";0;1;0
"SegaDreamcast";"NFL Quarterback Club 2000";NA;"Acclaim Entertainment";"Acclaim Studios Austin";1;1;0
"NintendoGameBoyColor";"NHL 2000";NA;"Electronic Arts";"TierTex Design Studios";1;1;0
"SonyPlayStation";"NHL 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NintendoGameBoyColor";"NHL Blades of Steel";NA;"Konami";"Unknown";0;1;0
"SonyPlayStation";"NHL Championship 2000";NA;"Fox Interactive";"Fox Interactive";1;1;0
"BandaiWonderSwan";"Nice On";NA;"Sammy";"Aisystem Tokyo";0;0;1
"BandaiWonderSwan";"Nihon Pro Mahjong Renmei Kounin: Tetsuman";NA;"Naxat";"Chatnoir";0;0;1
"SonyPlayStation";"No Fear Downhill Mountain Biking";NA;"Codemasters";"UDS";1;1;0
"BandaiWonderSwan";"Nobunaga no Yabo for Wonderswan";NA;"Koei";"Koei";0;0;1
"SonyPlayStation";"Omega Boost";NA;"Sony";"Polyphony Digital";1;1;0
"SegaDreamcast";"PenPen";NA;"Infogrames";"General Entertainment";1;1;0
"SonyPlayStation";"Player Manager Ninety Nine";NA;"Infogrames";"Anco";1;0;0
"NintendoGameBoyColor";"Pocket Bowling";NA;"Jaleco";"Unknown";0;1;0
"SNKNeoGeoPocketColor";"Pocket Tennis Color";NA;"SNK";"Yumekobo";1;1;0
"SonyPlayStation";"Point Blank 2";NA;"Sony";"Namco";1;1;0
"SonyPlayStation";"Pong";NA;"Atari";"Supersonic";1;1;0
"SonyPlayStation";"Pool Hustler";NA;"Activision";"ASK";1;1;0
"SonyPlayStation";"Populous: The Beginning";NA;"Electronic Arts";"Bullfrog";1;1;0
"SegaDreamcast";"Power Stone";NA;"Eidos Interactive";"Capcom";1;1;0
"SonyPlayStation";"Premier Manager Ninety Nine";NA;"Gremlin Interactive";"Gremlin Interactive";1;0;0
"SonyPlayStation";"Pro 18: World Tour Golf";NA;"Psygnosis";"Intelligent Games";1;1;0
"BandaiWonderSwan";"Pro Mahjong Kiwame for WonderSwan";NA;"Athena";"Athena";0;0;1
"AtariJaguar";"Protector";NA;"Songbird Productions";"Bethesda Softworks";1;1;0
"SegaDreamcast";"Psychic Force 2012";NA;"Acclaim Entertainment";"Taito";1;1;0
"SonyPlayStation";"Puma Street Soccer";NA;"Sunsoft";"Pixelstorm";1;0;0
"SNKNeoGeoPocketColor";"Puzzle Bobble Mini";NA;"SNK";"Taito";1;1;0
"SNKNeoGeoPocketColor";"Puzzle Link";NA;"SNK";"Yumekobo";1;0;0
"SNKNeoGeoPocketColor";"Puzzle Link 2";NA;"SNK";"Yumekobo";1;1;0
"NintendoGameBoyColor";"Puzzle Master";NA;"Metro3D";"Unknown";0;1;0
"SonyPlayStation";"Quake II";NA;"Activision";"id Software";1;1;0
"SonyPlayStation";"R-Type Delta";NA;"Sony";"Irem";1;1;0
"NintendoGameBoyColor";"R-Type DX";NA;"Nintendo";"Bits Studios";1;1;0
"SonyPlayStation";"R/C Stunt Copter";NA;"Interplay";"Shiny";1;1;0
"SonyPlayStation";"Racing Simulation: Monaco Grand Prix";NA;"Ubi Soft";"Ubi Soft";1;1;0
"SonyPlayStation";"Radikal Bikers";NA;"Infogrames";"Bit Managers";1;0;0
"SonyPlayStation";"Rally Cross 2";NA;"Sony";"989 Studios";1;1;0
"SonyPlayStation";"Rampage 2: Universal Tour";NA;"GT Interactive";"Midway";1;1;0
"SonyPlayStation";"Rat Attack";NA;"Mindscape";"Pure";1;1;0
"SonyPlayStation";"Re-Volt";NA;"Acclaim";"Acclaim";1;1;0
"SonyPlayStation";"Ready 2 Rumble Boxing";NA;"Midway";"Point of View";1;1;0
"SonyPlayStation";"Retro Force";NA;"Psygnosis";"Psygnosis";1;0;0
"NintendoGameBoyColor";"Revelations: The Demon Slayer";NA;"Atlus";"Unknown";0;1;0
"SonyPlayStation";"Ridge Racer: Type 4";NA;"Sony";"Namco";1;1;0
"SonyPlayStation";"Rising Zan: The Samurai Gunman";NA;"Agetec";"UEP";1;1;0
"SonyPlayStation";"Rollcage";NA;"Psygnosis";"Attention to Detail";1;1;0
"NintendoGameBoyColor";"Ronaldo V-Football";NA;"Infogrames";"Bit Managers";1;1;0
"SonyPlayStation";"Ronin Blade";NA;"Konami";"Konami";1;1;0
"SonyPlayStation";"Rugrats: Studio Tour";NA;"THQ";"N-Space";1;1;0
"SonyPlayStation";"Running Wild";NA;"Sony";"989 Studios";1;1;0
"SNKNeoGeoPocketColor";"Samurai Shodown! II";NA;"SNK";"SNK";1;1;0
"BandaiWonderSwan";"Sangokushi for WonderSwan";NA;"Koei";"Koei";0;0;1
"TigerGame.com";"Scrabble";NA;"Tiger Electronics";"Tiger Electronics";1;1;0
"BandaiWonderSwan";"SD Gundam: Emotional Jam";NA;"Bandai";"Tom Create";0;0;1
"BandaiWonderSwan";"SD Gundam: Gashapon Senki: Episode One";NA;"Bandai";"Graphic Research";0;0;1
"SegaDreamcast";"Sega Rally 2: Sega Rally Championship";NA;"Sega";"AM3";1;1;0
"SegaDreamcast";"Sega Worldwide Soccer 2000";NA;"Sega";"Silicon Dreams";1;0;0
"SonyPlayStation";"Sensible Soccer";NA;"GT Interactive";"Sensible Software";1;0;0
"SonyPlayStation";"Shadow Man";NA;"Acclaim";"Acclaim";1;1;0
"SNKNeoGeoPocketColor";"Shanghai Mini";NA;"SNK";"Activision";1;1;0
"SonyPlayStation";"Shanghai: True Valor";NA;"Activision";"Sunsoft";1;1;0
"BandaiWonderSwan";"Shin Nihon Pro Wrestling: Toukon Retsuden";NA;"Tomy";"Tomy";0;0;1
"BandaiWonderSwan";"Shogi Toryumon";NA;"Sammy";"Sammy";0;0;1
"SonyPlayStation";"Silent Hill";NA;"Konami";"Konami";1;1;0
"SonyPlayStation";"Skate and Destroy (Thrasher presents...)";NA;"Rockstar Games";"Z-Axis";1;1;0
"SonyPlayStation";"Sled Storm";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SonyPlayStation";"The Smurfs";NA;"Infogrames";"Heliogame";1;1;0
"SNKNeoGeoPocketColor";"SNK Vs. Capcom Card Fighters Clash Capcom";NA;"SNK";"SNK";1;1;0
"SNKNeoGeoPocketColor";"SNK Vs. Capcom Card Fighters Clash SNK";NA;"SNK";"SNK";1;1;0
"SNKNeoGeoPocketColor";"SNK Vs. Capcom Match of the Millenium";NA;"SNK";"SNK";1;1;0
"SegaDreamcast";"Snow Surfers";NA;"Sega";"UEP Systems";1;1;0
"BandaiWonderSwan";"Soccer Yarou! Challenge the World";NA;"Coconuts Japan";"Coconuts Japan";0;0;1
"PhilipsCD-i";"Solar Crusade";NA;"Infogrames";"Infogrames";1;0;0
"SegaDreamcast";"Sonic Adventure";NA;"Sega";"Sonic Team";1;1;0
"SNKNeoGeoPocketColor";"Sonic the Hedgehog Pocket Adventure";NA;"SNK";"Sega";1;1;0
"BandaiWonderSwan";"Sotsugyo for WonderSwan";NA;"Bandai Visual";"Image Works";0;0;1
"SegaDreamcast";"Soul Calibur";NA;"Namco";"Project Soul";1;1;0
"SegaDreamcast";"Soul Fighter";NA;"Mindscape Entertainment";"Toka";1;1;0
"SonyPlayStation";"South Park: Chef's Luv Shack";NA;"Acclaim";"Acclaim";1;1;0
"SonyPlayStation";"Space Invaders";NA;"Activision";"Z-Axis";1;1;0
"NintendoGameBoyColor";"Spacestation Silicon Valley";NA;"Take 2 Interactive";"Tarantula Studios";1;0;0
"NintendoGameBoyColor";"Spawn";NA;"Konami";"Unknown";0;1;0
"SonyPlayStation";"Speed Freaks";NA;"Sony";"Funcom";1;1;0
"SonyPlayStation";"Sports Car GT";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SonyPlayStation";"Spyro 2: Gateway to Glimmer";NA;"Sony";"Insomniac";1;1;0
"SonyPlayStation";"Star Wars: Episode I: The Phantom Menace";NA;"LucasArts";"LucasArts";1;1;0
"SonyPlayStation";"Street Fighter Alpha 3";NA;"Capcom";"Capcom";1;1;0
"SonyPlayStation";"Street Fighter Collection 2";NA;"Capcom";"Capcom";1;1;0
"SonyPlayStation";"Street Skater";NA;"Electronic Arts";"Micro Cabin";1;1;0
"BandaiWonderSwan";"Super Robot Taisen Compact";NA;"Banpresto";"TOSE";0;0;1
"SonyPlayStation";"Supercross 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SegaDreamcast";"Suzuki Alstare Extreme Racing";NA;"Ubi Soft Entertainment";"Criterion Studios";1;1;0
"SonyPlayStation";"Syphon Filter";NA;"Sony";"989 Studios";1;1;0
"SonyPlayStation";"T'ai Fu: Wrath of the Tiger";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation";"Tail Concerto";NA;"Bandai";"Bandai";1;1;0
"SonyPlayStation";"Tank Racer";NA;"Grolier";"Glass Ghost";1;0;0
"BandaiWonderSwan";"Tare Panda no Gunpey";NA;"Bandai";"Koto";0;0;1
"SonyPlayStation";"Tarzan (Disney's)";NA;"Sony";"Eurocom";1;1;0
"BandaiWonderSwan";"Tekken Card Challenge";NA;"Bandai";"Namco";0;0;1
"BandaiWonderSwan";"Terrors";NA;"Bandai";"Megas";0;0;1
"BandaiWonderSwan";"Tetsujin 28-Go";NA;"Megahouse";"Hikari-Pro";0;0;1
"SonyPlayStation";"This is Football";NA;"Sony";"Sony";1;0;0
"SonyPlayStation";"Tiny Toon Adventures: Buster and the Beanstalk";NA;"Sony";"TerraGlyph";1;1;0
"SonyPlayStation";"Tiny Toon Adventures: Toonenstein: Dare to Scare!";NA;"Swing! Entertainment";"TerraGlyph";1;1;0
"NintendoGameBoyColor";"TNN Outdoors Fishing Champ";NA;"ASCII";"Unknown";0;1;0
"SonyPlayStation";"TOCA Touring Cars 2";NA;"Codemasters";"Codemasters";1;1;0
"SegaDreamcast";"Tokyo Highway Challenge";NA;"Crave Entertainment";"Genki";1;1;0
"SonyPlayStation";"Tom Clancy's Rainbow Six";NA;"Red Storm";"Rebellion";1;1;0
"SonyPlayStation";"Tomb Raider: The Last Revelation";NA;"Eidos";"Core";1;1;0
"SonyPlayStation";"Tony Hawk's Skateboarding";NA;"Activision";"Neversoft";1;1;0
"SegaDreamcast";"Toy Commander";NA;"Sega";"No Cliché";1;1;0
"SonyPlayStation";"Toy Story 2: Buzz Lightyear to the Rescue!";NA;"Activision";"Traveller's Tales";1;1;0
"SonyPlayStation";"Trap Runner";NA;"Konami";"Atlus";1;1;0
"SegaDreamcast";"TrickStyle";NA;"Acclaim Entertainment";"Criterion Studios";1;1;0
"SonyPlayStation";"Triple Play Baseball 2000";NA;"Electronic Arts";"Electronic Arts";1;1;0
"BandaiWonderSwan";"Trump Collection: Bottom Up Teki Trump Seikatsu";NA;"Bottom Up";"Bottom Up";0;0;1
"BandaiWonderSwan";"Turntablist: DJ Battle";NA;"Bandai";"Vestax";0;0;1
"SonyPlayStation";"UEFA Champions League: Season 1998/99";NA;"Eidos";"Silicon Dreams";1;0;0
"SonyPlayStation";"UEFA Striker";NA;"Infogrames";"Rage";1;1;0
"SonyPlayStation";"Um Jammer Lammy";NA;"Sony";"Sony";1;1;0
"BandaiWonderSwan";"Umizuri ni Ikou!";NA;"Coconuts Japan";"Coconuts Japan";0;0;1
"SonyPlayStation";"V-Rally 2: Championship Edition";NA;"Infogrames";"Eden Studios";1;1;0
"BandaiWonderSwan";"Vaitz Blade";NA;"Bandai";"Tom Create";0;0;1
"NintendoGameBoyColor";"Vigilante 8";NA;"Vatical Entertainment";"Unknown";0;1;0
"SonyPlayStation";"Vigilante 8: 2nd Offense";NA;"Activision";"Luxoflux";1;1;0
"SegaDreamcast";"Virtua Fighter 3tb";NA;"Sega";"AM2";1;1;0
"SonyPlayStation";"Virus: It is Aware";NA;"Cryo Interactive";"Cryo Interactive";1;0;0
"SonyPlayStation";"VR Baseball '99";NA;"Interplay";"Unknown";1;1;0
"SonyPlayStation";"WCW Mayhem";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SonyPlayStation";"WCW nWo Thunder";NA;"THQ";"Inland";1;1;0
"SonyPlayStation";"wip3out";NA;"Sony";"Psygnosis";1;1;0
"BandaiWonderSwan";"Wonder Stadium";NA;"Bandai";"Namco, TOSE";0;0;1
"BandaiWonderSwan";"Wonder Stadium '99";NA;"Bandai";"Namco";0;0;1
"SonyPlayStation";"Worms Armageddon";NA;"MicroProse";"Team 17";1;1;0
"SonyPlayStation";"Worms Pinball";NA;"Infogrames";"Team 17";1;0;0
"SonyPlayStation";"Wu-Tang: Taste the Pain";NA;"Activision";"Paradox";1;1;0
"SonyPlayStation";"WWF Attitude";NA;"Acclaim";"Acclaim";1;1;0
"NintendoGameBoyColor";"WWF Wrestlemania 2000";NA;"THQ";"Jakks Pacific, Natsume";1;1;0
