"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
"SonyPlayStationPortable";"Double Pack: Cars + Ratatouille";NA;"THQ";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: Cars + Wall-E";NA;"THQ";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: Lara Croft: Tomb Raider: Legend + Anniversary";NA;"Eidos";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: Metal Gear Solid: Portable Ops + Coded Arms";NA;"Konami";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: Metal Gear Solid: Portable Ops + Silent Hill: Origins";NA;"Konami";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: MX vs. ATV: Untamed + Juiced 2: Hot Import Nights";NA;"THQ";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: SpongeBob Schwammkopf: Der Gelbe Rächer + Avatar: Der Herr der Elemente";NA;"THQ";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: Wall-E + Ratatouille";NA;"THQ";"Unknown";1;0;0
"SonyPlayStationPortable";"Double Pack: Worms: Open Warfare + Worms: Open Warfare 2";NA;"THQ";"Unknown";1;0;0
"AtariVCS";"Double-Ender: Artillery Duel + Super Kung-Fu";NA;"Xonox";"Unknown";1;0;0
"AtariVCS";"Double-Ender: Ghost Manor + Spike's Peak";NA;"Xonox";"Unknown";1;0;0
"AtariVCS";"Double-Ender: Robin Hood + Sir Lancelot";NA;"Xonox";"Unknown";1;0;0
"NintendoGameBoyColor";"Doug (Disney's): Doug's Big Game";NA;"Ubi Soft, Disney Interactive";"NewKidCo";1;1;0
"NintendoGameBoyAdvance";"Downforce";NA;"Titus";"Unknown";1;0;0
"SonyPlayStation2";"Downforce";NA;"Titus";"Unknown";1;1;0
"SonyPlayStation2";"Downhill Domination";NA;"Codemasters";"Unknown";1;1;0
"SonyPlayStation2";"Downhill Slalom";NA;"Phoenix Games";"Unknown";1;0;0
"SonyPlayStationPortable";"Downstream Panic!";NA;"Atari";"Unknown";0;1;0
"SonyPlayStation2";"Downtown Run";NA;"Ubi Soft Entertainment";"Unknown";1;1;0
"NES";"Dr. Chaos";NA;"FCI";"Unknown";0;1;0
"SonyPlayStation2";"Dr. Dolittle";NA;"blast!";"Unknown";1;0;0
"NintendoGameBoy";"Dr. Franken";NA;"Elite Systems";"Motivetime";1;1;0
"NintendoGameBoy";"Dr. Franken II";NA;"Elite Systems";"Motivetime";1;1;0
"NES";"Dr. Jekyll and Mr. Hyde";NA;"Bandai";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Dr. Mario & Puzzle League: 2 Games in 1";NA;"Nintendo";"Unknown";1;1;0
"Nintendo64";"Dr. Mario 64";NA;"Nintendo";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Dr. Muto";NA;"Midway";"Unknown";1;0;0
"SonyPlayStation2";"Dr. Muto";NA;"Midway";"Unknown";1;1;0
"CBSColecoVision";"Dr. Seuss: Fix-Up the Mix-Up Puzzler";NA;"CBS";"Coleco";1;1;0
"NintendoGameBoyAdvance";"Dr. Seuss: Green Eggs and Ham";NA;"NewKidCo";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Dr. Seuss: The Cat in the Hat";NA;"NewKidCo";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Dr. Sudoku";NA;"505 Games, Digital Bros.";"Unknown";1;1;0
"MattelIntellivision";"Dracula";NA;"Imagic";"Unknown";1;1;0
"AtariLynx";"Dracula the Undead";NA;"Atari";"Hand Made Software";1;1;0
"NintendoGameBoyColor";"Dracula: Crazy Vampire";NA;"Cryo";"Planet Interactive Development";1;1;0
"SonyPlayStation2";"Drag Racer USA";NA;"Phoenix Games";"Unknown";1;0;0
"NES";"Dragon Ball";NA;"Bandai";"Bandai";1;1;0
"NintendoGameBoyAdvance";"Dragon Ball GT: Transformation";NA;"Infogrames";"Unknown";0;1;0
"SuperNintendo";"Dragon Ball Z";NA;"Bandai";"Bandai";1;0;0
"NintendoGameBoyAdvance";"Dragon Ball Z: Buu's Fury";NA;"Atari";"Unknown";0;1;0
"SuperNintendo";"Dragon Ball Z: La Légende SAIEN";NA;"Bandai";"Bandai";1;0;0
"NintendoGameBoyColor";"Dragon Ball Z: Legendary Super Warriors";NA;"Infogrames, Bandai, Banpresto";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Dragon Ball Z: Supersonic Warriors";NA;"Bandai";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Dragon Ball Z: Taiketsu";NA;"Bandai";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Dragon Ball Z: The Collectible Card Game";NA;"Infogrames";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Dragon Ball Z: The Legacy of Goku";NA;"Infogrames";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Dragon Ball Z: The Legacy of Goku II";NA;"Infogrames";"Unknown";1;1;0
"SuperNintendo";"Dragon Ball Z: Ultime Menace";NA;"Bandai";"Bandai";1;0;0
"SonyPlayStation2";"Dragon Blaze";NA;"505 GameStreet";"Unknown";1;0;0
"AtariVCS";"Dragon Defender";NA;"Suntek";"Home Vision";1;0;0
"NES";"Dragon Fighter";NA;"Sofel";"Unknown";0;1;0
"3DOInteractiveMultiplayer";"Dragon Lore: The Legend Begins";NA;"Mindscape";"Unknown";0;1;0
"NintendoDS";"Dragon Quest Heroes: Rocket Slime";NA;"Square Enix";"Unknown";0;1;0
"SonyPlayStation2";"Dragon Quest: The Journey of the Cursed King";NA;"Square Enix";"Unknown";1;1;0
"SonyPlayStation2";"Dragon Rage";NA;"3DO";"Unknown";1;1;0
"SonyPlayStation";"Dragon Seeds";NA;"Jaleco";"Unknown";0;1;0
"SonyPlayStation2";"Dragon Sisters";NA;"Essential Games";"Unknown";1;0;0
"NECPCEngine";"Dragon Slayer: The Legend of Heroes";NA;"TTI";"Unknown";0;1;0
"NES";"Dragon Spirit: The New Legend";NA;"Bandai";"Unknown";0;1;0
"NECPCEngine";"Dragon Spirt";NA;"NEC";"Unknown";0;1;0
"NintendoGameBoyColor";"Dragon Tales: Dragon Wings";NA;"Ubi Soft";"Zed Two";1;1;0
"NES";"Dragon Warrior";NA;"Nintendo";"Unknown";0;1;0
"NES";"Dragon Warrior II";NA;"Enix";"Unknown";0;1;0
"NES";"Dragon Warrior III";NA;"Enix";"Unknown";0;1;0
"NES";"Dragon Warrior IV";NA;"Enix";"Unknown";0;1;0
"NintendoGameBoyColor";"Dragon Warrior Monsters";NA;"Eidos";"Enix, Armor Project, Bird Studio";1;1;0
"SonyPlayStation";"Dragon Warrior VII";NA;"Enix";"Unknown";0;1;0
"NECPCEngine";"Dragon's Curse";NA;"NEC";"Unknown";0;1;0
"NintendoDS";"Dragon's Lair";NA;"Destineer";"Unknown";0;1;0
"SonyPlayStation2";"Dragon's Lair 3D: Special Edition";NA;"THQ";"Unknown";1;1;0
"NintendoGameBoy";"Dragon's Lair: The Legend (Sullivan Bluth presents)";NA;"Elite Systems";"Motivetime";1;1;0
"NintendoGameBoyAdvance";"Dragon's Rock";NA;"east Entertainment";"Unknown";1;0;0
"SonyPlayStationPortable";"Dragonball Evolution";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Budokai";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Budokai 2";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Budokai 3";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Budokai: Tenkaichi";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Budokai: Tenkaichi 2";NA;"Namco Bandai Games";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Budokai: Tenkaichi 3";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStation2";"DragonBall Z: Infinite World";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStationPortable";"DragonBall Z: Shin Budokai";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStationPortable";"DragonBall Z: Shin Budokai 2";NA;"Bandai";"Unknown";1;1;0
"SonyPlayStationPortable";"DragonBall Z: Tenkaichi Tag Team";NA;"Bandai";"Unknown";1;1;0
"NintendoGameBoyAdvance";"DragonBall: Advanced Adventure";NA;"Atari, Bandai";"Unknown";1;1;0
"SonyPlayStationPortable";"Dragoneer's Aria";NA;"Koei";"Unknown";1;1;0
"AtariVCS";"Dragonfire";NA;"Imagic";"Unknown";1;1;0
"NintendoGameBoy";"DragonHeart";NA;"Acclaim Entertainment";"Torus Games";1;1;0
"AtariVCS";"Dragonstomper";NA;"Starpath Corporation";"Unknown";1;1;0
"NES";"DragonStrike";NA;"FCI";"Unknown";0;1;0
"AtariVCS";"Dragster";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Drakan: The Ancients' Gates";NA;"Sony";"Unknown";1;1;0
"NintendoDS";"Drake & Josh: Talent Showdown";NA;"THQ";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Drake and Josh";NA;"THQ";"Unknown";0;1;0
"SonyPlayStation2";"Drakengard";NA;"Square Enix";"Unknown";1;1;0
"SonyPlayStation2";"Drakengard 2";NA;"Ubisoft, Square Enix";"Unknown";1;1;0
"SuperNintendo";"Drakkhen";NA;"Infogrames";"Kemco";1;1;0
"IntertonVC4000";"Draughts";NA;"Interton";"Unknown";1;0;0
"NintendoDS";"Drawn to Life Collection: Drawn to Life + Drawn to Life: The Next Chapter";NA;"THQ";"";1;1;0
"Atari5200";"The Dreadnaught Factor";NA;"Activision";"Cheshire Engineering";0;1;0
"NintendoDS";"Dream Chronicles";NA;"Zoo Digital";"Unknown";0;1;0
"NintendoDS";"Dream Dancer";NA;"Zoo Digital";"Unknown";0;1;0
"NintendoDS";"Dream Salon";NA;"Zoo Digital";"Unknown";0;1;0
"WataraSupervision";"Dream World";NA;"Watara";"Unknown";1;1;0
"NintendoDS";"Dreamer Series: Top Model";NA;"DreamCatcher";"Unknown";0;1;0
"MicrosoftXbox";"Dreamfall: The Longest Journey";NA;"Empire Interactive";"Funcom";1;1;0
"NintendoDS";"DreamWorks Superstar Kartz";NA;"Activision";"Virtuos";1;1;0
"NintendoGameBoyAdvance";"Drill Dozer";NA;"Nintendo";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Driv3r";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation2";"Driv3r";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Driven";NA;"BAM!";"Unknown";1;1;0
"SonyPlayStation2";"Driven";NA;"Empire";"Unknown";1;1;0
"SonyPlayStation2";"Driven to Destruction";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyColor";"Driver";NA;"Infogrames";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Driver 2 Advance";NA;"Atari";"Unknown";1;1;0
"SonyPlayStationPortable";"Driver 76";NA;"Ubisoft";"Unknown";1;1;0
"SonyPlayStation2";"Driver: Parallel Lines";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation2";"Driving Emotion Type-S";NA;"Squaresoft";"Unknown";1;1;0
"SonyPlayStation";"Driving Twin Pack: Rally Cross 2 + Twisted Metal: World Tour";NA;"Sony";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Drome Racers";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Drome Racers";NA;"LEGO Interactive";"Unknown";1;1;0
"NintendoDS";"Drone Tactics";NA;"Atlus";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Droopy's Tennis Open";NA;"LSP";"Unknown";1;0;0
"NECPCEngine";"Drop Off";NA;"NEC";"Unknown";0;1;0
"NintendoDS";"Dropcast";NA;"THQ";"Mikoishi Studios";1;1;0
"SonyPlayStation2";"Dropship: United Peace Force";NA;"Sony";"Unknown";1;1;0
"NES";"Dropzone";NA;"Mindscape";"Eurocom";1;0;0
"SonyPlayStation2";"DT Carnage";NA;"Agetec";"Unknown";0;1;0
"SonyPlayStation2";"DT Racer";NA;"XS Games";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Dual Blades";NA;"Metro3D";"Unknown";0;1;0
"SonyPlayStation2";"Dual Hearts";NA;"Atlus";"Unknown";0;1;0
"Nintendo64";"Dual Heroes";NA;"GM";"Unknown";1;1;0
"NintendoDS";"Dual Pack: Pac-Man World 3 + Namco Museum DS";NA;"Namco";"Unknown";0;1;0
"NES";"Dudes with Attitudes";NA;"American Video Entertainment";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Duel Masters: Kaijudo Showdown";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation2";"Duel Masters: Limited Edition";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Duel Masters: Sempai Legends: Limited Edition";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Duel Masters: Shadow of the Code";NA;"Atari";"Unknown";1;1;0
"PhilipsCD-i";"De Duistere Fabels van Aesopus";NA;"Philips Interactive Media";"Unknown";1;1;0
"NintendoGameBoyColor";"Duke Nukem";NA;"GT Interactive Software";"Torus Games";1;1;0
"Nintendo64";"Duke Nukem 64";NA;"GT Interactive";"3D Realms";1;1;0
"NintendoGameBoyAdvance";"Duke Nukem Advance";NA;"Take 2 Interactive";"Unknown";1;1;0
"Nintendo64";"Duke Nukem: Zero Hour";NA;"GT Interactive";"3D Realms";1;1;0
"CBSColecoVision";"The Dukes of Hazzard";NA;"CBS";"Coleco";1;1;0
"NintendoGameBoyColor";"The Dukes of Hazzard: Racing for Home";NA;"Ubi Soft";"Unknown";1;1;0
"SonyPlayStation2";"The Dukes of Hazzard: Return of the General Lee";NA;"Ubisoft";"Unknown";1;1;0
"HartungGameMaster";"Dungeon Adventure";NA;"Impel";"Unknown";1;0;0
"NECPCEngine";"Dungeon Explorer";NA;"NEC";"Unknown";0;1;0
"NECPCEngine";"Dungeon Explorer II";NA;"TTI";"Unknown";0;1;0
"NES";"Dungeon Magic: Sword of the Elements";NA;"Taito";"Unknown";0;1;0
"SonyPlayStationPortable";"Dungeon Maker II: The Hidden War";NA;"UFO Interactive";"Unknown";0;1;0
"SonyPlayStationPortable";"Dungeon Maker: Hunting Ground";NA;"Xseed Games";"Unknown";0;1;0
"NECPCEngine";"Dungeon Master: Theron's Quest";NA;"TTI";"Unknown";0;1;0
"NintendoDS";"Dungeon Raiders";NA;"Focus Home Interactive";"Cyanide Studio";1;1;0
"SonyPlayStationPortable";"Dungeon Siege: Throne of Agony";NA;"2K Games";"Unknown";1;1;0
"SonyPlayStationPortable";"Dungeons & Dragons Tactics";NA;"Atari";"Unknown";1;1;0
"NintendoGameCube";"Duo Pack: Sonic Heroes + Super Monkey Ball";NA;"Sega";"Unknown";0;1;0
"NES";"Dusty Diamond's All-Star Softball";NA;"Broderbund";"Unknown";0;1;0
"NintendoGameBoy";"Dynablaster";NA;"Nintendo";"Hudson Soft";1;1;0
"SonyPlayStation2";"Dynamite 100";NA;"Phoenix Games";"Unknown";1;0;0
"NECPCEngine";"Dynastic Hero";NA;"TTI";"Unknown";0;1;0
"SonyPlayStation2";"Dynasty Tactics";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Tactics 2";NA;"Koei";"Unknown";1;1;0
"SonyPlayStationPortable";"Dynasty Warriors";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 2";NA;"Midas";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 3";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 3: Xtreme Legends";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 4";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 4: Empires";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 4: Xtreme Legends";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 5";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 5: Empires";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 5: Xtreme Legends";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors 6";NA;"Koei";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Dynasty Warriors Advance";NA;"Nintendo";"Unknown";1;1;0
"SonyPlayStation2";"Dynasty Warriors: Gundam 2";NA;"Namco Bandai Games";"Unknown";0;1;0
"SonyPlayStationPortable";"Dynasty Warriors: Strikeforce";NA;"Koei";"Unknown";1;1;0
"SonyPlayStationPortable";"Dynasty Warriors: Vol. 2";NA;"Koei";"Unknown";1;1;0
"NES";"Dynowarz: The Destruction of Spondylus";NA;"Bandai";"Unknown";0;1;0
"NintendoGameBoyColor";"E.T. der Ausserirdische: Der Kosmische Garten";NA;"Ubi Soft";"Zed Two";1;1;0
"AtariVCS";"E.T. Go Home";NA;"Home Vision";"Unknown";1;0;0
"NintendoGameBoyColor";"E.T.: The Extra-Terrestrial";NA;"Ubi Soft";"NewKidCo, Saffire";1;1;0
"AtariVCS";"E.T.: The Extra-Terrestrial";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyAdvance";"E.T.: The Extra-Terrestrial: The 20th Anniversary";NA;"Ubi Soft";"Unknown";1;1;0
"NintendoDS";"EA Playground";NA;"Electronic Arts";"Piranha Games";1;1;0
"SonyPlayStationPortable";"EA Replay";NA;"EA";"Unknown";1;1;0
"SonyPlayStation2";"Eagle Eye Golf";NA;"505 GameStreet";"Unknown";1;1;0
"WataraSupervision";"Eagle Plan";NA;"Watara";"Unknown";1;1;0
"SonyPlayStation2";"Earache Extreme Metal Racing";NA;"Metro 3D";"Unknown";1;0;0
"SegaMegaDrive";"Earnest Evans";NA;"Renovation";"Unknown";0;1;0
"WataraSupervision";"Earth Defender";NA;"Watara";"Unknown";1;1;0
"SegaMegaDrive";"Earth Defense";NA;"Realtec";"Unknown";0;1;0
"SuperNintendo";"Earth Defense Force";NA;"Jaleco";"Jaleco";1;1;0
"Nintendo64";"Earthworm Jim 3D";NA;"Interplay";"Unknown";1;1;0
"SonyPlayStation";"Easter Bunny's Big Day";NA;"Mastiff";"Unknown";0;1;0
"AtariXEGS";"Eastern Front (1941)";NA;"Atari";"Unknown";1;1;0
"NintendoDS";"Easy Learning: Discover Our World";NA;"JoWood";"Trine Entertainment";1;1;0
"NintendoDS";"Easy Piano";NA;"Namco Bandai Partners";"Little Worlds Studio";1;1;0
"SonyPlayStation";"Echo Night";NA;"Agetec";"Unknown";0;1;0
"SonyPlayStation2";"Echo Night: Beyond";NA;"indie Games";"Unknown";1;1;0
"SonyPlayStationPortable";"Echochrome";NA;"Sony";"Unknown";1;0;0
"SonyPlayStationPortable";"Echoshift";NA;"Sony";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Ecks vs. Sever";NA;"BAM!";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Ecks vs. Sever II: Ballistic";NA;"BAM!";"Unknown";1;1;0
"NintendoDS";"Ecolis: Save the Forest";NA;"Rising Star Games";"GungHo Works, Headlock, LightWeight";1;1;0
"PhilipsCD-i";"Ecosystems: Nature in Balance";NA;"AIMS";"Unknown";0;1;0
"NintendoGameBoyColor";"ECW: Hardcore Revolution";NA;"Acclaim";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Ed, Edd n Eddy: Jawbreakers!";NA;"BAM!";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Ed, Edd n Eddy: The Mis-Edventures";NA;"Midway";"Unknown";1;1;0
"SonyPlayStation2";"Ed, Edd n Eddy: The Mis-Edventures";NA;"Midway";"Unknown";1;1;0
"SonyPlayStation2";"Eggo Mania";NA;"Kemco";"Unknown";1;1;0
"AtariVCS";"Eggomania";NA;"Carrere Video";"Unknown";1;1;0
"SonyPlayStation";"Eggs of Steel: Charlie's Eggcellent Adventure";NA;"Atlus";"Unknown";0;1;0
"SonyPlayStation";"Einhänder";NA;"Squaresoft";"Unknown";0;1;0
"SonyPlayStation2";"eJay Clubworld";NA;"Empire";"Unknown";1;1;0
"SonyPlayStation2";"El Tigre: The Adventures of Manny Rivera";NA;"THQ";"Unknown";1;1;0
"SegaMegaDrive";"El Viento";NA;"Renovation";"Unknown";0;1;0
"NokiaN-Gage";"The Elder Scrolls Travels: Shadowkey";NA;"Nokia";"Vir2al Studios";1;1;0
"AtariLynx";"Electrocop";NA;"Atari";"Epyx";1;1;0
"PhilipsVideopac";"Electronic Billiards";NA;"Philips";"Philips";1;1;0
"PhilipsVideopac";"Electronic Soccer / Electronic Ice Hockey";NA;"Philips";"Philips";1;1;0
"PhilipsVideopac";"Electronic Table Football";NA;"Philips";"Philips";1;1;0
"PhilipsVideopac";"Electronic Volleyball";NA;"Philips";"Philips";1;1;0
"NintendoDS";"Eledees: The Adventures of Kai and Zero";NA;"Konami";"Konami Digital Entertainment Co.";1;1;0
"NintendoDS";"Element Girls: Style Your Life!";NA;"dtp young entertainment";"Spielkind";1;0;0
"SonyPlayStation";"Elemental Gearbolt";NA;"Working Designs";"Unknown";0;1;0
"SegaDreamcast";"Elemental Gimmick Gear";NA;"Vatical Entertainment";"Unknown";0;1;0
"SegaMegaDrive";"Elemental Master";NA;"Renovation";"Unknown";0;1;0
"NintendoGameBoyColor";"Elevator Action";NA;"TDK";"Taito, Altron";1;1;0
"NES";"Elevator Action";NA;"Taito";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Elf Bowling 1 & 2";NA;"Ignition";"Unknown";0;1;0
"NintendoDS";"Elf Bowling 1 & 2";NA;"Ignition";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Elf: The Movie";NA;"play it";"Unknown";1;1;0
"AtariVCS";"Eli's Ladder";NA;"Simage";"Unknown";0;1;0
"NES";"Elite";NA;"Imagineer";"Imagineer";1;0;0
"NintendoDS";"Elite Forces: Unit 77";NA;"Gammick";"Abylight";1;1;0
"SonyPlayStationPortable";"Elminage Original: Limited Edition";NA;"Ghostlight";"Starfish-SD";1;0;0
"NintendoGameBoyColor";"Elmo's 123s";NA;"Ubi Soft Entertainment";"NewKidCo";1;1;0
"NintendoGameBoyColor";"Elmo's ABCs";NA;"Ubi Soft Entertainment";"NewKidCo";1;1;0
"NintendoDS";"Elvenland";NA;"Intenium";"SnapDragon Games";1;0;0
"NintendoDS";"Emergency Room: Real Life Rescues";NA;"Legacy Interactive";"Unknown";0;1;0
"NintendoDS";"Emily Archer and the Curse of Tutankhamun";NA;"Rondomedia, Mastetronic";"Joindots";1;0;0
"NintendoDS";"Emily the Strange: Strangerous";NA;"dtp young entertainment";"Exozet Games";1;1;0
"NintendoDS";"Emma at the Farm";NA;"Nobilis";"White Birds Productions";1;1;0
"NES";"L'Empereur";NA;"Koei";"Unknown";0;1;0
"PhilipsCD-i";"The Emperor's New Clothes";NA;"Philips Interactive Media";"Unknown";1;1;0
"NintendoGameBoyColor";"The Emperor's New Groove (Disney's)";NA;"Ubi Soft, Disney Interactive";"Sandbox Studios";1;1;0
"SonyPlayStation2";"Empire of Atlantis";NA;"Phoenix Games";"Unknown";1;0;0
"NintendoDS";"Enchanted";NA;"Disney";"Altron";1;1;0
"BitCorporationGamate";"Enchanted Bricks";NA;"Bit Corporation";"Unknown";1;1;0
"NintendoDS";"Enchanted Folk and the School of Wizardry";NA;"Konami";"Vanpool";1;1;0
"NintendoGameBoyAdvance";"Enchanted: Once Upon Andalasia";NA;"Disney";"Unknown";0;1;0
"AtariVCS";"Encounter at L-5";NA;"Gameworld";"Unknown";1;1;0
"SonyPlayStation2";"Endgame";NA;"Empire";"Unknown";1;1;0
"AtariVCS";"Enduro";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Energy Airforce";NA;"505 GameStreet";"Unknown";1;0;0
"SonyPlayStation2";"Energy Airforce: aimStrike!";NA;"505 GameStreet";"Unknown";1;0;0
"SonyPlayStation2";"The Energy Thieves";NA;"Coktel Studio";"Unknown";1;0;0
"SonyPlayStation2";"England International Football: 2004 Edition";NA;"Codemasters";"Unknown";1;0;0
"PhilipsCD-i";"Enkhuizer Almanak 1997";NA;"Philips Interactive Media";"Unknown";1;0;0
"SonyPlayStation2";"Enter the Matrix";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation2";"Enthusia: Professional Racing";NA;"Konami";"Unknown";1;1;0
"AtariVCS";"Entombed";NA;"U.S. Games";"Unknown";0;1;0
"SonyPlayStation2";"Ephemeral Fantasia";NA;"Konami";"Unknown";1;1;0
"NintendoDS";"Equestrian Training";NA;"Atari";"Little Worlds Studio";1;0;0
"SuperNintendo";"Equinox";NA;"Sony Imagesoft";"Software Creations";1;1;0
"NintendoGameBoyAdvance";"Eragon";NA;"Sierra";"Unknown";1;1;0
"SonyPlayStation2";"Eragon";NA;"Sierra";"Unknown";1;1;0
"SonyPlayStation2";"L'Eredita";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Escape from Monkey Island";NA;"LucasArts";"Unknown";1;1;0
"3DOInteractiveMultiplayer";"Escape From Monster Manor";NA;"Electronic Arts";"Unknown";0;1;0
"AtariVCS";"Escape From the Mindmaster";NA;"Starpath Corporation";"Unknown";1;1;0
"NintendoDS";"Escape the Museum";NA;"Astragon";"Beast Studios";1;1;0
"AtariVCS";"Espial";NA;"Tigervision";"Unknown";1;1;0
"SonyPlayStation2";"ESPN College Hoops";NA;"Sega";"Unknown";0;1;0
"SonyPlayStation2";"ESPN College Hoops 2K5";NA;"Sega";"Unknown";0;1;0
"SonyPlayStation2";"ESPN International Winter Sports";NA;"Konami";"Unknown";1;1;0
"SonyPlayStation2";"ESPN Major League Baseball";NA;"Sega";"Unknown";0;1;0
"SonyPlayStation2";"ESPN National Hockey Night";NA;"Konami";"Unknown";1;1;0
"SonyPlayStation2";"ESPN NBA 2K5";NA;"Global Star Software";"Unknown";1;1;0
"SegaDreamcast";"ESPN NBA 2Night";NA;"Konami";"Unknown";1;1;0
"SonyPlayStation2";"ESPN NBA Basketball";NA;"Sega";"Unknown";1;1;0
"SonyPlayStation2";"ESPN NFL 2K5";NA;"Global Star Software";"Unknown";1;1;0
"SonyPlayStation2";"ESPN NFL Football";NA;"Sega";"Unknown";1;1;0
"SonyPlayStation2";"ESPN NHL 2K5";NA;"Global Star Software";"Unknown";1;1;0
"SonyPlayStation2";"ESPN NHL Hockey";NA;"Sega";"Unknown";1;1;0
"SonyPlayStation2";"Eternal Poison";NA;"Atlus";"Unknown";0;1;0
"SonyPlayStation2";"Eternal Quest";NA;"Midas";"Unknown";1;0;0
"SonyPlayStation2";"Eternal Ring";NA;"Crave Entertainment, Ubi Soft Entertainment";"Unknown";1;1;0
"NintendoDS";"Etrian Odyssey II: Heroes of Lagaard";NA;"Atlus";"Unknown";0;1;0
"NintendoDS";"Etrian Odyssey III: The Drowned City";NA;"Atlus";"Unknown";0;1;0
"SonyPlayStation2";"Eureka Seven: Vol 1: The New Wave";NA;"Namco Bandai Games";"Unknown";0;1;0
"SonyPlayStation2";"Eureka Seven: Vol. 2: The New Vision";NA;"Namco Bandai Games";"Unknown";0;1;0
"SuperNintendo";"Euro Football Champ";NA;"Taito";"Taito";1;1;0
"SonyPlayStation2";"Euro Rally Champion";NA;"Oxygen";"Unknown";1;0;0
"PhilipsCD-i";"European Party";NA;"Philips Interactive Media";"Unknown";1;0;0
"AtariLynx";"European Soccer Challenge";NA;"Telegames";"Telegames";1;1;0
"NintendoGameBoyColor";"European Super League";NA;"Virgin";"Aqua Pacific";1;1;0
"NintendoGameBoyAdvance";"European Super League";NA;"Virgin Interactive";"Unknown";1;0;0
